T M E Susceptibility Cv
2.00000 0.911241 -1.74547 0.383511 0.721344
2.00500 0.909590 -1.74185 0.405186 0.736358
2.01000 0.908093 -1.73841 0.408410 0.739139
2.01500 0.906289 -1.73464 0.428798 0.749144
2.02000 0.904268 -1.73048 0.446846 0.760119
2.02500 0.902632 -1.72686 0.467121 0.772015
2.03000 0.900716 -1.72294 0.490839 0.786947
2.03500 0.898872 -1.71908 0.510044 0.794753
2.04000 0.896913 -1.71506 0.534447 0.807278
2.04500 0.894762 -1.71086 0.558810 0.818794
2.05000 0.892961 -1.70700 0.569955 0.824942
2.05500 0.890640 -1.70258 0.601157 0.839503
2.06000 0.888696 -1.69863 0.625246 0.845571
2.06500 0.886221 -1.69408 0.669584 0.865849
2.07000 0.883982 -1.68972 0.692715 0.877864
2.07500 0.881623 -1.68529 0.742239 0.890824
2.08000 0.879107 -1.68067 0.768786 0.904946
2.08500 0.876808 -1.67630 0.792026 0.916422
2.09000 0.874031 -1.67144 0.855499 0.935195
2.09500 0.871471 -1.66679 0.887081 0.946590
2.10000 0.868722 -1.66194 0.929149 0.959518
2.10500 0.866050 -1.65732 0.971949 0.969229
2.11000 0.863103 -1.65240 1.05305 0.990920
2.11500 0.860058 -1.64733 1.14787 1.00665
2.12000 0.857024 -1.64238 1.24306 1.03302
2.12500 0.853591 -1.63690 1.25571 1.03969
2.13000 0.850361 -1.63167 1.34571 1.06083
2.13500 0.847586 -1.62690 1.37791 1.06357
2.14000 0.843451 -1.62104 1.55132 1.09895
2.14500 0.840114 -1.61558 1.59682 1.11345
2.15000 0.836350 -1.61008 1.73342 1.13148
2.15500 0.831489 -1.60381 1.99858 1.15985
2.16000 0.827619 -1.59854 2.43433 1.19367
2.16500 0.822663 -1.59201 2.32427 1.21851
2.17000 0.819136 -1.58635 2.35733 1.22521
2.17500 0.814257 -1.58016 2.68610 1.25264
2.18000 0.807827 -1.57315 3.10411 1.30018
2.18500 0.802088 -1.56646 3.63488 1.33295
2.19000 0.794921 -1.55944 4.66301 1.37115
2.19500 0.791496 -1.55349 4.18170 1.38194
2.20000 0.785453 -1.54683 4.83924 1.41900
2.20500 0.773673 -1.53836 9.12108 1.51645
2.21000 0.766767 -1.53091 8.69655 1.53899
2.21500 0.764059 -1.52509 6.55281 1.52265
2.22000 0.754886 -1.51693 7.58370 1.56084
2.22500 0.748514 -1.50977 7.48360 1.58001
2.23000 0.736003 -1.50077 10.0729 1.66834
2.23500 0.723557 -1.49206 13.2667 1.73785
2.24000 0.709465 -1.48270 16.7945 1.80895
2.24500 0.694859 -1.47312 19.7777 1.86563
2.25000 0.682674 -1.46483 21.4117 1.92568
2.25500 0.661358 -1.45428 29.4782 2.01247
2.26000 0.644733 -1.44448 33.1792 2.07573
2.26500 0.623831 -1.43408 38.6493 2.11852
2.27000 0.610296 -1.42458 37.2377 2.11459
2.27500 0.580013 -1.41271 47.4210 2.19606
2.28000 0.549139 -1.40069 56.3881 2.28402
2.28500 0.529968 -1.39047 55.9619 2.21320
2.29000 0.505174 -1.37927 57.7218 2.20339
2.29500 0.471622 -1.36695 61.4612 2.17098
2.30000 0.454738 -1.35822 61.0518 2.09537
2.30500 0.424057 -1.34667 62.3191 2.05398
2.31000 0.394702 -1.33637 63.1669 2.01457
2.31500 0.380083 -1.32793 59.9632 1.94515
2.32000 0.351652 -1.31717 57.3160 1.82855
2.32500 0.337926 -1.30910 57.1504 1.80299
2.33000 0.319773 -1.30042 53.5130 1.73441
2.33500 0.299855 -1.29170 50.0022 1.63366
2.34000 0.279957 -1.28315 47.1975 1.59328
2.34500 0.267586 -1.27583 45.2477 1.55951
2.35000 0.257058 -1.26893 42.0041 1.49833
2.35500 0.242080 -1.26186 40.5558 1.44347
2.36000 0.234158 -1.25444 36.8959 1.40232
2.36500 0.224452 -1.24795 34.5768 1.36919
2.37000 0.212620 -1.24097 32.6591 1.32346
2.37500 0.202851 -1.23434 30.1664 1.28030
2.38000 0.196045 -1.22854 28.6203 1.27210
2.38500 0.187666 -1.22195 26.7589 1.23848
2.39000 0.183070 -1.21603 24.8426 1.20614
2.39500 0.177061 -1.21018 24.1203 1.18460
2.40000 0.168814 -1.20453 21.8144 1.15218
2.40500 0.166720 -1.19914 21.3463 1.15510
2.41000 0.161047 -1.19365 20.7828 1.12996
2.41500 0.153215 -1.18784 18.6691 1.09576
2.42000 0.149663 -1.18198 17.9820 1.08091
2.42500 0.148078 -1.17748 17.6573 1.07236
2.43000 0.143670 -1.17217 16.3790 1.04839
2.43500 0.140869 -1.16687 15.9593 1.02616
2.44000 0.134971 -1.16209 14.5424 1.01638
2.44500 0.132399 -1.15660 14.1684 1.00389
2.45000 0.130058 -1.15199 13.8328 0.996343
2.45500 0.126173 -1.14715 13.0155 0.982407
2.46000 0.124669 -1.14251 12.7223 0.974092
2.46500 0.121465 -1.13744 12.0341 0.956136
2.47000 0.117577 -1.13258 11.1689 0.940994
2.47500 0.116968 -1.12821 11.1572 0.933769
2.48000 0.115196 -1.12383 10.8189 0.928192
2.48500 0.112490 -1.11947 10.3079 0.907006
2.49000 0.110378 -1.11494 9.84069 0.892344
2.49500 0.108861 -1.11057 9.53611 0.895392
2.50000 0.105846 -1.10615 9.13124 0.880358
